Name	Classification	Specific_Tissue	Specific_Sex
Transcript_59810.0	Others		
Transcript_269462.0	Tissue Specific	Gonad	Female
Transcript_71280.0	Others		
Transcript_269461.0	Others		
Transcript_26167.0	Tissue Specific	Skin	
Transcript_269441.0	Tissue Specific	Gonad	Female
Transcript_26419.0	Others		
Transcript_244853.0	Tissue Specific	Skin	
Transcript_269418.0	Others		
Transcript_207302.0	Tissue Specific	Brain	
Transcript_269398.0	Others		
Transcript_25809.0	Others		
Transcript_146513.0	Tissue Specific	Liver	
Transcript_110879.0	Others		
Transcript_27259.0	Others		
Transcript_269390.0	Tissue Specific	Brain	
Transcript_26938.0	Others		
Transcript_288418.0	Others		
Transcript_26937.0	Tissue Specific	Gonad	Female
Transcript_269363.0	Others		
Transcript_144242.0	Others		
Transcript_269354.0	Others		
Transcript_26935.0	Tissue Specific	Gonad	
Transcript_229068.0	Others		
Transcript_269333.0	Others		
Transcript_255345.0	Others		
Transcript_26928.0	Others		
Transcript_269278.0	Others		
Transcript_65122.0	Tissue Specific	Kidney	
Transcript_269273.0	Tissue Specific	Skin	
Transcript_147998.0	Others		
Transcript_269266.0	Others		
Transcript_274126.0	Others		
Transcript_64239.0	Others		
Transcript_269248.0	Others		
Transcript_269245.0	Others		
Transcript_273515.0	Tissue Specific	Skin	
Transcript_63310.0	Others		
Transcript_269220.0	Others		
Transcript_269209.0	Others		
Transcript_269187.0	Tissue Specific	Muscle	
Transcript_84906.0	Others		
Transcript_248101.0	Tissue Specific	Gonad	
Transcript_229309.0	Not Expressed		
Transcript_269162.0	Others		
Transcript_228138.0	Tissue Specific	Skin	
Transcript_46530.0	Tissue Specific	Gonad	Male
Transcript_262883.0	Others		
Transcript_269154.0	Others		
Transcript_260640.0	Tissue Specific	Gonad	Female
Transcript_32811.0	Others		
Transcript_64000.0	Others		
Transcript_259870.0	Others		
Transcript_269122.0	Others		
Transcript_94968.0	Others		
Transcript_269085.0	Others		
Transcript_148252.0	Others		
Transcript_187869.0	Others		
Transcript_269082.0	Others		
Transcript_269070.0	Others		
Transcript_269046.0	Not Expressed		
Transcript_107943.0	Others		
Transcript_53424.0	Others		
Transcript_71178.0	Others		
Transcript_269030.0	Tissue Specific	Brain	
Transcript_5456.0	Others		
Transcript_269021.0	Others		
Transcript_268999.0	Others		
Transcript_99504.0	Tissue Specific	Skin	
Transcript_274609.0	Expressed in All		
Transcript_268997.0	Others		
Transcript_268977.0	Others		
Transcript_268992.0	Tissue Specific	Brain	Male
Transcript_92419.0	Tissue Specific	Heart	
Transcript_89680.0	Others		
Transcript_268963.0	Tissue Specific	Liver	
Transcript_66219.0	Tissue Specific	Brain	Male
Transcript_268956.0	Tissue Specific	Liver	
Transcript_268945.0	Others		
Transcript_186654.0	Others		
Transcript_268906.0	Tissue Specific	Gonad	Female
Transcript_268890.0	Tissue Specific	Brain	
Transcript_50981.0	Others		
Transcript_268878.0	Tissue Specific	Gonad	Female
Transcript_48295.0	Others		
Transcript_64453.0	Others		
Transcript_268872.0	Others		
Transcript_268862.0	Others		
Transcript_99292.0	Others		
Transcript_268857.0	Others		
Transcript_80177.0	Others		
Transcript_268851.0	Others		
Transcript_198637.0	Others		
Transcript_235136.0	Others		
Transcript_26884.0	Tissue Specific	Heart	
Transcript_173346.0	Others		
Transcript_268816.0	Tissue Specific	Skin	
Transcript_26880.0	Others		
Transcript_28969.0	Others		
Transcript_268782.0	Not Expressed		
Transcript_65767.0	Others		
Transcript_268780.0	Tissue Specific	Skin	
Transcript_26878.0	Others		
Transcript_18478.0	Others		
Transcript_140566.0	Others		
Transcript_273757.0	Others		
Transcript_268773.0	Tissue Specific	Brain	
Transcript_68200.0	Others		
Transcript_26877.0	Others		
Transcript_202326.0	Others		
Transcript_269787.0	Others		
Transcript_268759.0	Others		
Transcript_267662.0	Others		
Transcript_36874.0	Others		
Transcript_268750.0	Others		
Transcript_49878.0	Tissue Specific	Skin	
Transcript_41599.0	Others		
Transcript_70228.0	Tissue Specific	Muscle	
Transcript_268717.0	Others		
Transcript_161287.0	Others		
Transcript_64691.0	Others		
Transcript_268707.0	Others		
Transcript_128803.0	Others		
Transcript_273705.0	Tissue Specific	Liver	
Transcript_85768.0	Others		
Transcript_62687.0	Others		
Transcript_90692.0	Others		
Transcript_26868.0	Others		
Transcript_26867.0	Others		
Transcript_268666.0	Others		
Transcript_268648.0	Others		
Transcript_40383.0	Others		
Transcript_268639.0	Tissue Specific	Lung	
Transcript_69509.0	Others		
Transcript_268631.0	Others		
Transcript_268630.0	Others		
Transcript_77927.0	Tissue Specific	Skin	
Transcript_268626.0	Others		
Transcript_258331.0	Tissue Specific	Lung	
Transcript_270839.0	Others		
Transcript_199616.0	Others		
Transcript_268620.0	Others		
Transcript_268618.0	Others		
Transcript_27486.0	Others		
Transcript_111411.0	Others		
Transcript_268617.0	Tissue Specific	Brain	Male
Transcript_120176.0	Others		
Transcript_96665.0	Tissue Specific	Brain	Male
Transcript_268577.0	Tissue Specific	Brain	
Transcript_33735.0	Tissue Specific	Brain	
Transcript_268562.0	Tissue Specific	Liver	
Transcript_26856.0	Tissue Specific	Brain	Male
Transcript_83993.0	Tissue Specific	Brain	Male
Transcript_41216.0	Tissue Specific	Brain	Female
Transcript_88392.0	Tissue Specific	Brain	Female
Transcript_268544.0	Tissue Specific	Gonad	Female
Transcript_32692.0	Tissue Specific	Skin	
Transcript_268527.0	Tissue Specific	Skin	
Transcript_268505.0	Tissue Specific	Gonad	Female
Transcript_246169.0	Others		
Transcript_268500.0	Others		
Transcript_268481.0	Others		
Transcript_268445.0	Tissue Specific	Brain	Female
Transcript_197005.0	Others		
Transcript_73611.0	Tissue Specific	Brain	Male
Transcript_30903.0	Others		
Transcript_270574.0	Tissue Specific	Gonad	Female
Transcript_28399.0	Others		
Transcript_268428.0	Others		
Transcript_258764.0	Others		
Transcript_268416.0	Tissue Specific	Muscle	
Transcript_97264.0	Others		
Transcript_268384.0	Others		
Transcript_101630.0	Others		
Transcript_26836.0	Others		
Transcript_268359.0	Others		
Transcript_49460.0	Others		
Transcript_95030.0	Tissue Specific	Brain	
Transcript_268338.0	Tissue Specific	Brain	
Transcript_264963.0	Others		
Transcript_60060.0	Others		
Transcript_257183.0	Others		
Transcript_268312.0	Tissue Specific	Lung	
Transcript_268305.0	Others		
Transcript_76513.0	Others		
Transcript_268297.0	Others		
Transcript_47434.0	Others		
Transcript_88249.0	Others		
Transcript_268292.0	Tissue Specific	Gonad	Female
Transcript_91507.0	Others		
Transcript_264707.0	Tissue Specific	Gonad	Female
Transcript_54196.0	Tissue Specific	Skin	
Transcript_261528.0	Others		
Transcript_14590.0	Tissue Specific	Liver	
Transcript_268265.0	Others		
Transcript_270052.0	Others		
Transcript_26826.0	Others		
Transcript_232614.0	Others		
Transcript_268242.0	Others		
Transcript_26823.0	Others		
Transcript_246662.0	Others		
Transcript_123604.0	Tissue Specific	Skin	
Transcript_72725.0	Others		
Transcript_268223.0	Tissue Specific	Gonad	
Transcript_84269.0	Others		
Transcript_268215.0	Others		
Transcript_268212.0	Tissue Specific	Gonad	Female
Transcript_237637.0	Others		
Transcript_170845.0	Tissue Specific	Skin	
Transcript_103431.0	Others		
Transcript_268146.0	Tissue Specific	Brain	Male
Transcript_245492.0	Not Expressed		
Transcript_272790.0	Others		
Transcript_268106.0	Tissue Specific	Muscle	
Transcript_203160.0	Others		
Transcript_54770.0	Others		
Transcript_268105.0	Others		
Transcript_268101.0	Others		
Transcript_268079.0	Tissue Specific	Brain	
Transcript_232970.0	Others		
Transcript_268066.0	Others		
Transcript_76195.0	Others		
Transcript_267984.0	Not Expressed		
Transcript_26797.0	Tissue Specific	Skin	
Transcript_269419.0	Tissue Specific	Gonad	Female
Transcript_236613.0	Others		
Transcript_267956.0	Others		
Transcript_267925.0	Others		
Transcript_270381.0	Tissue Specific	Gonad	Female
Transcript_26791.0	Others		
Transcript_267902.0	Others		
Transcript_34089.0	Others		
Transcript_47738.0	Not Expressed		
Transcript_267896.0	Others		
Transcript_267893.0	Others		
Transcript_203559.0	Others		
Transcript_267892.0	Others		
Transcript_171366.0	Tissue Specific	Gonad	Female
Transcript_47833.0	Others		
Transcript_267886.0	Tissue Specific	Kidney	
Transcript_267881.0	Others		
Transcript_26787.0	Others		
Transcript_72162.0	Others		
Transcript_43381.0	Tissue Specific	Brain	Female
Transcript_76226.0	Others		
Transcript_267852.0	Tissue Specific	Gonad	Female
Transcript_265112.0	Others		
Transcript_267847.0	Others		
Transcript_267839.0	Not Expressed		
Transcript_267820.0	Tissue Specific	Skin	
Transcript_267819.0	Others		
Transcript_153804.0	Others		
Transcript_63735.0	Tissue Specific	Kidney	Female
Transcript_267818.0	Others		
Transcript_267808.0	Tissue Specific	Muscle	
Transcript_258148.0	Others		
Transcript_267771.0	Tissue Specific	Gonad	Female
Transcript_26137.0	Others		
Transcript_267757.0	Others		
Transcript_26775.0	Tissue Specific	Skin	
Transcript_267746.0	Others		
Transcript_168553.0	Tissue Specific	Kidney	Female
Transcript_267739.0	Others		
Transcript_26773.0	Others		
Transcript_204716.0	Tissue Specific	Gonad	Female
Transcript_267728.0	Others		
Transcript_267724.0	Others		
Transcript_283083.0	Others		
Transcript_267698.0	Others		
Transcript_273743.0	Others		
Transcript_253501.0	Others		
Transcript_26253.0	Others		
Transcript_26768.0	Others		
Transcript_267666.0	Others		
Transcript_267653.0	Others		
Transcript_267624.0	Others		
Transcript_267618.0	Others		
Transcript_101460.0	Others		
Transcript_19087.0	Others		
Transcript_276735.0	Tissue Specific	Skin	
Transcript_267616.0	Others		
Transcript_81038.0	Not Expressed		
Transcript_267607.0	Others		
Transcript_42705.0	Tissue Specific	Gonad	Female
Transcript_267605.0	Others		
Transcript_101143.0	Others		
Transcript_267594.0	Tissue Specific	Gonad	Female
Transcript_138779.0	Others		
Transcript_59140.0	Tissue Specific	Kidney	
Transcript_267574.0	Tissue Specific	Skin	
Transcript_267554.0	Others		
Transcript_267547.0	Tissue Specific	Brain	
Transcript_26754.0	Others		
Transcript_76453.0	Others		
Transcript_274464.0	Others		
Transcript_38496.0	Others		
Transcript_267538.0	Others		
Transcript_75999.0	Others		
Transcript_267532.0	Others		
Transcript_205956.0	Others		
Transcript_267530.0	Tissue Specific	Lung	Female
Transcript_267521.0	Tissue Specific	Heart	
Transcript_146391.0	Others		
Transcript_267512.0	Tissue Specific	Brain	
Transcript_241065.0	Others		
Transcript_26750.0	Tissue Specific	Brain	
Transcript_267481.0	Others		
Transcript_66850.0	Others		
Transcript_267469.0	Others		
Transcript_152101.0	Tissue Specific	Kidney	Male
Transcript_57805.0	Tissue Specific	Skin	
Transcript_267453.0	Others		
Transcript_270960.0	Others		
Transcript_236846.0	Others		
Transcript_267445.0	Others		
Transcript_26743.0	Others		
Transcript_26742.0	Others		
Transcript_234618.0	Others		
Transcript_99962.0	Others		
Transcript_41968.0	Tissue Specific	Brain	Female
Transcript_267398.0	Others		
Transcript_93087.0	Tissue Specific	Brain	
Transcript_267391.0	Tissue Specific	Gonad	Female
Transcript_267383.0	Others		
Transcript_83808.0	Others		
Transcript_78409.0	Others		
Transcript_267345.0	Tissue Specific	Brain	Male
Transcript_267342.0	Tissue Specific	Gonad	Female
Transcript_267339.0	Tissue Specific	Kidney	
Transcript_274326.0	Others		
Transcript_267328.0	Others		
Transcript_92865.0	Others		
Transcript_267316.0	Tissue Specific	Gonad	Female
Transcript_242434.0	Tissue Specific	Brain	
Transcript_267307.0	Others		
Transcript_24612.0	Others		
Transcript_62272.0	Others		
Transcript_76583.0	Others		
Transcript_80431.0	Tissue Specific	Gonad	
Transcript_267275.0	Others		
Transcript_185139.0	Others		
Transcript_91392.0	Others		
Transcript_267263.0	Tissue Specific	Kidney	
Transcript_267254.0	Tissue Specific	Gonad	Female
Transcript_190207.0	Others		
Transcript_267240.0	Others		
Transcript_235774.0	Others		
Transcript_88570.0	Tissue Specific	Brain	Male
Transcript_26788.0	Others		
Transcript_98098.0	Tissue Specific	Gonad	Male
Transcript_267233.0	Others		
Transcript_267227.0	Tissue Specific	Brain	
Transcript_43011.0	Others		
Transcript_267223.0	Tissue Specific	Brain	Male
Transcript_267222.0	Tissue Specific	Brain	
Transcript_16027.0	Tissue Specific	Brain	
Transcript_267209.0	Others		
Transcript_267187.0	Others		
Transcript_256553.0	Others		
Transcript_245678.0	Tissue Specific	Heart	
Transcript_47116.0	Tissue Specific	Gonad	
Transcript_267178.0	Others		
Transcript_33181.0	Others		
Transcript_267174.0	Tissue Specific	Skin	
Transcript_267169.0	Others		
Transcript_147333.0	Others		
Transcript_267168.0	Others		
Transcript_29427.0	Tissue Specific	Muscle	
Transcript_267163.0	Others		
Transcript_26716.0	Others		
Transcript_53843.0	Others		
Transcript_55197.0	Others		
Transcript_267146.0	Tissue Specific	Brain	
Transcript_267142.0	Others		
Transcript_267136.0	Tissue Specific	Brain	Male
Transcript_32445.0	Tissue Specific	Kidney	
Transcript_48923.0	Tissue Specific	Lung	
Transcript_267132.0	Tissue Specific	Brain	
Transcript_128142.0	Others		
Transcript_205454.0	Others		
Transcript_267125.0	Tissue Specific	Brain	
Transcript_236859.0	Others		
Transcript_267123.0	Tissue Specific	Lung	
Transcript_228542.0	Others		
Transcript_102337.0	Tissue Specific	Skin	
Transcript_78011.0	Others		
Transcript_267117.0	Tissue Specific	Gonad	Female
Transcript_82859.0	Others		
Transcript_246981.0	Tissue Specific	Brain	
Transcript_267097.0	Others		
Transcript_142312.0	Others		
Transcript_267093.0	Others		
Transcript_82947.0	Tissue Specific	Skin	
Transcript_267088.0	Others		
Transcript_267083.0	Others		
Transcript_267145.0	Others		
Transcript_44928.0	Others		
Transcript_267060.0	Others		
Transcript_195210.0	Others		
Transcript_267049.0	Others		
Transcript_267041.0	Others		
Transcript_18720.0	Tissue Specific	Brain	
Transcript_26702.0	Others		
Transcript_149459.0	Others		
Transcript_267006.0	Others		
Transcript_266999.0	Others		
Transcript_47277.0	Others		
Transcript_62800.0	Others		
Transcript_266998.0	Others		
Transcript_206479.0	Others		
Transcript_266979.0	Tissue Specific	Lung	
Transcript_274539.0	Others		
Transcript_266941.0	Others		
Transcript_46262.0	Others		
Transcript_266940.0	Others		
Transcript_266932.0	Others		
Transcript_40056.0	Tissue Specific	Muscle	
Transcript_69037.0	Tissue Specific	Lung	
Transcript_23628.0	Others		
Transcript_239283.0	Others		
Transcript_40203.0	Others		
Transcript_73291.0	Tissue Specific	Lung	Male
Transcript_96386.0	Tissue Specific	Brain	
Transcript_32077.0	Others		
Transcript_92118.0	Others		
Transcript_266897.0	Others		
Transcript_251254.0	Others		
Transcript_271745.0	Others		
Transcript_267633.0	Others		
Transcript_252501.0	Others		
Transcript_43873.0	Others		
Transcript_111404.0	Others		
Transcript_70945.0	Others		
Transcript_266868.0	Tissue Specific	Kidney	
Transcript_266861.0	Others		
Transcript_26686.0	Tissue Specific	Brain	
Transcript_266856.0	Tissue Specific	Muscle	
Transcript_50213.0	Tissue Specific	Gonad	Female
Transcript_195978.0	Others		
Transcript_26682.0	Others		
Transcript_97348.0	Tissue Specific	Lung	
Transcript_266813.0	Tissue Specific	Gonad	
Transcript_258991.0	Others		
Transcript_266807.0	Tissue Specific	Gonad	Female
Transcript_230567.0	Tissue Specific	Gonad	Female
Transcript_26679.0	Others		
Transcript_266785.0	Tissue Specific	Gonad	Female
Transcript_266783.0	Tissue Specific	Brain	
Transcript_266778.0	Others		
Transcript_266771.0	Others		
Transcript_266733.0	Others		
Transcript_230282.0	Others		
Transcript_266727.0	Others		
Transcript_271022.0	Others		
Transcript_18615.0	Others		
Transcript_45712.0	Others		
Transcript_21822.0	Tissue Specific	Liver	
Transcript_266678.0	Others		
Transcript_161923.0	Tissue Specific	Gonad	
Transcript_234885.0	Tissue Specific	Gonad	Female
Transcript_272914.0	Tissue Specific	Gonad	
Transcript_26665.0	Others		
Transcript_266619.0	Others		
Transcript_26661.0	Others		
Transcript_266600.0	Others		
Transcript_266593.0	Others		
Transcript_272625.0	Others		
Transcript_87699.0	Tissue Specific	Brain	Male
Transcript_257482.0	Others		
Transcript_24592.0	Tissue Specific	Lung	
Transcript_101731.0	Others		
Transcript_266546.0	Others		
Transcript_265467.0	Tissue Specific	Heart	
Transcript_185011.0	Others		
Transcript_20096.0	Others		
Transcript_266515.0	Tissue Specific	Brain	
Transcript_97686.0	Others		
Transcript_266473.0	Not Expressed		
Transcript_194658.0	Tissue Specific	Lung	
Transcript_39041.0	Others		
Transcript_266425.0	Others		
Transcript_26642.0	Others		
Transcript_183354.0	Others		
Transcript_24273.0	Others		
Transcript_266399.0	Others		
Transcript_266372.0	Others		
Transcript_266334.0	Tissue Specific	Lung	Male
Transcript_244389.0	Tissue Specific	Kidney	
Transcript_63208.0	Tissue Specific	Kidney	
Transcript_73965.0	Others		
Transcript_266320.0	Others		
Transcript_247677.0	Others		
Transcript_48433.0	Others		
Transcript_266304.0	Others		
Transcript_67181.0	Others		
Transcript_266296.0	Tissue Specific	Skin	
Transcript_24838.0	Others		
Transcript_266292.0	Tissue Specific	Gonad	
Transcript_26629.0	Others		
Transcript_266277.0	Others		
Transcript_209174.0	Others		
Transcript_244934.0	Tissue Specific	Liver	
Transcript_266251.0	Others		
Transcript_26846.0	Others		
Transcript_266242.0	Others		
Transcript_266221.0	Others		
Transcript_20409.0	Tissue Specific	Brain	
Transcript_266203.0	Others		
Transcript_266189.0	Tissue Specific	Skin	
Transcript_249894.0	Tissue Specific	Kidney	
Transcript_18068.0	Others		
Transcript_266174.0	Tissue Specific	Brain	
Transcript_65372.0	Others		
Transcript_266172.0	Others		
Transcript_266166.0	Others		
Transcript_83480.0	Tissue Specific	Brain	
Transcript_274501.0	Others		
Transcript_26615.0	Others		
Transcript_266125.0	Others		
Transcript_266122.0	Others		
Transcript_43727.0	Others		
Transcript_64320.0	Others		
